# L1_m9 fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>5 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.594506e-03
1.350000e+01 1.877123e-03
1.800000e+01 3.137419e-03
2.350000e+01 5.249785e-03
3.050000e+01 6.992619e-03
4.000000e+01 9.322616e-03
5.250000e+01 1.436945e-02
6.850000e+01 2.201098e-02
8.950000e+01 3.219969e-02
1.170000e+02 4.476907e-02
1.525000e+02 6.520437e-02
1.980000e+02 9.074904e-02
2.575000e+02 1.265418e-01
3.355000e+02 1.805481e-01
4.365000e+02 2.455056e-01
5.675000e+02 3.356258e-01
7.380000e+02 4.450638e-01
9.595000e+02 5.834602e-01
