# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.463746e-04
1.350000e+01 1.309358e-03
1.800000e+01 2.070773e-03
2.350000e+01 3.646783e-03
3.050000e+01 4.646996e-03
4.000000e+01 7.484206e-03
5.250000e+01 1.084143e-02
6.850000e+01 1.538864e-02
8.950000e+01 2.317632e-02
1.170000e+02 3.001148e-02
1.525000e+02 4.305049e-02
1.980000e+02 5.984535e-02
2.575000e+02 8.328339e-02
3.355000e+02 1.198338e-01
4.365000e+02 1.665664e-01
5.675000e+02 2.248962e-01
7.380000e+02 3.060462e-01
9.595000e+02 4.056631e-01
