# L1_m9 fgas-2sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 9.026060e-04
1.350000e+01 1.155776e-03
1.800000e+01 2.098252e-03
2.350000e+01 3.516726e-03
3.050000e+01 4.837643e-03
4.000000e+01 6.850779e-03
5.250000e+01 1.037302e-02
6.850000e+01 1.420306e-02
8.950000e+01 2.136427e-02
1.170000e+02 2.991785e-02
1.525000e+02 4.358355e-02
1.980000e+02 6.433520e-02
2.575000e+02 8.912282e-02
3.355000e+02 1.309615e-01
4.365000e+02 1.860751e-01
5.675000e+02 2.600155e-01
7.380000e+02 3.562018e-01
9.595000e+02 4.789415e-01
