# L1_m9 fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; full sky (anafast, mean subtracted); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 1.703312e-01
1.499558e+02 2.396836e-01
2.237077e+02 3.176990e-01
3.337327e+02 4.071520e-01
4.978707e+02 5.365007e-01
7.427358e+02 7.134240e-01
1.108032e+03 9.351164e-01
1.652989e+03 1.152291e+00
2.465970e+03 1.299090e+00
3.678794e+03 1.311455e+00
5.488116e+03 1.143747e+00
8.187308e+03 8.494077e-01
