# L1_m9 fiducial lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.420525e-04
1.350000e+01 1.068736e-03
1.800000e+01 1.985237e-03
2.350000e+01 2.602692e-03
3.050000e+01 3.682075e-03
4.000000e+01 5.432384e-03
5.250000e+01 8.657576e-03
6.850000e+01 1.111073e-02
8.950000e+01 1.839152e-02
1.170000e+02 2.488124e-02
1.525000e+02 3.754670e-02
1.980000e+02 5.411856e-02
2.575000e+02 7.661262e-02
3.355000e+02 1.137366e-01
4.365000e+02 1.578037e-01
5.675000e+02 2.184061e-01
7.380000e+02 2.992976e-01
9.595000e+02 4.022993e-01
