# L1_m9 fgas-8sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; full sky (anafast, mean subtracted); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 7.907882e-03
1.350000e+01 1.352542e-02
1.800000e+01 2.138097e-02
2.350000e+01 2.745373e-02
3.050000e+01 3.798016e-02
4.000000e+01 6.136199e-02
5.250000e+01 9.455374e-02
6.850000e+01 1.087246e-01
8.950000e+01 1.526920e-01
1.170000e+02 1.894282e-01
1.525000e+02 2.340673e-01
1.980000e+02 2.826764e-01
2.575000e+02 3.257765e-01
3.355000e+02 3.903153e-01
4.365000e+02 4.605880e-01
5.675000e+02 5.540420e-01
7.380000e+02 6.628108e-01
9.595000e+02 7.885514e-01
