# L1_m9 Jet_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.026947e-03
1.350000e+01 1.353792e-03
1.800000e+01 2.052537e-03
2.350000e+01 3.859692e-03
3.050000e+01 5.138859e-03
4.000000e+01 7.363798e-03
5.250000e+01 1.142403e-02
6.850000e+01 1.532971e-02
8.950000e+01 2.183186e-02
1.170000e+02 3.193200e-02
1.525000e+02 4.537583e-02
1.980000e+02 6.270034e-02
2.575000e+02 8.648776e-02
3.355000e+02 1.236405e-01
4.365000e+02 1.698807e-01
5.675000e+02 2.352990e-01
7.380000e+02 3.116799e-01
9.595000e+02 4.155852e-01
