# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 2.910971e-02
1.499558e+02 4.881937e-02
2.237077e+02 8.079622e-02
3.337327e+02 1.378858e-01
4.978707e+02 2.271413e-01
7.427358e+02 3.617519e-01
1.108032e+03 5.528762e-01
1.652989e+03 7.783973e-01
2.465970e+03 9.826328e-01
3.678794e+03 1.084864e+00
5.488116e+03 1.006697e+00
8.187308e+03 7.748739e-01
