# L1_m9 fgas-2sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; full sky (anafast, mean subtracted); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 7.606171e-03
1.350000e+01 1.293032e-02
1.800000e+01 2.064491e-02
2.350000e+01 2.650479e-02
3.050000e+01 3.687216e-02
4.000000e+01 6.045087e-02
5.250000e+01 9.359745e-02
6.850000e+01 1.094085e-01
8.950000e+01 1.555972e-01
1.170000e+02 1.970606e-01
1.525000e+02 2.491909e-01
1.980000e+02 3.072532e-01
2.575000e+02 3.568512e-01
3.355000e+02 4.284106e-01
4.365000e+02 5.081664e-01
5.675000e+02 6.152175e-01
7.380000e+02 7.436130e-01
9.595000e+02 8.972419e-01
