# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>50 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 3.727235e-03
1.350000e+01 4.688781e-03
1.800000e+01 7.594322e-03
2.350000e+01 1.107181e-02
3.050000e+01 1.408802e-02
4.000000e+01 2.203335e-02
5.250000e+01 3.600740e-02
6.850000e+01 4.873264e-02
8.950000e+01 7.229768e-02
1.170000e+02 1.035083e-01
1.525000e+02 1.423105e-01
1.980000e+02 1.957128e-01
2.575000e+02 2.592627e-01
3.355000e+02 3.467674e-01
4.365000e+02 4.515583e-01
5.675000e+02 5.808060e-01
7.380000e+02 7.193223e-01
9.595000e+02 8.786407e-01
