# L2p8_m9_lc7 full-sky tSZ; NaMaster unit mask, pixwin deconvolved
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.826109e-03
1.350000e+01 4.877514e-03
1.800000e+01 7.493137e-03
2.350000e+01 1.194176e-02
3.050000e+01 1.546496e-02
4.000000e+01 2.346840e-02
5.250000e+01 3.528293e-02
6.850000e+01 5.334336e-02
8.950000e+01 8.038682e-02
1.170000e+02 1.163910e-01
1.525000e+02 1.610574e-01
1.980000e+02 2.299584e-01
2.575000e+02 3.192329e-01
3.355000e+02 4.170460e-01
4.365000e+02 5.414185e-01
5.675000e+02 6.883618e-01
7.380000e+02 8.421361e-01
9.595000e+02 1.015938e+00
