# L1_m9 fgas-2sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>10 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.603597e-03
1.350000e+01 1.988211e-03
1.800000e+01 3.414030e-03
2.350000e+01 5.708582e-03
3.050000e+01 7.159393e-03
4.000000e+01 9.791632e-03
5.250000e+01 1.576400e-02
6.850000e+01 2.308711e-02
8.950000e+01 3.292319e-02
1.170000e+02 4.728534e-02
1.525000e+02 6.947912e-02
1.980000e+02 9.779763e-02
2.575000e+02 1.387294e-01
3.355000e+02 2.014196e-01
4.365000e+02 2.795974e-01
5.675000e+02 3.884932e-01
7.380000e+02 5.214841e-01
9.595000e+02 6.867603e-01
