# L1_m9 Mstar-1sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>20 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.675749e-03
1.350000e+01 3.068783e-03
1.800000e+01 5.399456e-03
2.350000e+01 8.616613e-03
3.050000e+01 1.036889e-02
4.000000e+01 1.512587e-02
5.250000e+01 2.537286e-02
6.850000e+01 3.507985e-02
8.950000e+01 5.221962e-02
1.170000e+02 7.384712e-02
1.525000e+02 1.048442e-01
1.980000e+02 1.469079e-01
2.575000e+02 2.010470e-01
3.355000e+02 2.822554e-01
4.365000e+02 3.797212e-01
5.675000e+02 5.110356e-01
7.380000e+02 6.600917e-01
9.595000e+02 8.446958e-01
