# L1_m9 Jet lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.936173e-04
1.350000e+01 4.318354e-04
1.800000e+01 6.680147e-04
2.350000e+01 1.441127e-03
3.050000e+01 1.664954e-03
4.000000e+01 2.732212e-03
5.250000e+01 4.211263e-03
6.850000e+01 5.358853e-03
8.950000e+01 8.492705e-03
1.170000e+02 1.169727e-02
1.525000e+02 1.685594e-02
1.980000e+02 2.247032e-02
2.575000e+02 3.123642e-02
3.355000e+02 4.464696e-02
4.365000e+02 6.431008e-02
5.675000e+02 9.283490e-02
7.380000e+02 1.319563e-01
9.595000e+02 1.903051e-01
