# L1_m9 Jet_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>50 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 3.605270e-03
1.350000e+01 4.253958e-03
1.800000e+01 7.003410e-03
2.350000e+01 1.019191e-02
3.050000e+01 1.266428e-02
4.000000e+01 1.873027e-02
5.250000e+01 3.073287e-02
6.850000e+01 4.193560e-02
8.950000e+01 6.141610e-02
1.170000e+02 8.846677e-02
1.525000e+02 1.219418e-01
1.980000e+02 1.677151e-01
2.575000e+02 2.245518e-01
3.355000e+02 3.044198e-01
4.365000e+02 3.997611e-01
5.675000e+02 5.182006e-01
7.380000e+02 6.448309e-01
9.595000e+02 7.886765e-01
