# L1_m9 Jet lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>10 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.783976e-03
1.350000e+01 2.381141e-03
1.800000e+01 3.908926e-03
2.350000e+01 6.193745e-03
3.050000e+01 7.671434e-03
4.000000e+01 1.128214e-02
5.250000e+01 1.783102e-02
6.850000e+01 2.568774e-02
8.950000e+01 3.769221e-02
1.170000e+02 5.261065e-02
1.525000e+02 7.703461e-02
1.980000e+02 1.077551e-01
2.575000e+02 1.496566e-01
3.355000e+02 2.162341e-01
4.365000e+02 2.921576e-01
5.675000e+02 3.991660e-01
7.380000e+02 5.278184e-01
9.595000e+02 6.850998e-01
