# L1_m9 Jet_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.153263e-04
1.350000e+01 1.098743e-03
1.800000e+01 1.680576e-03
2.350000e+01 3.067668e-03
3.050000e+01 4.226558e-03
4.000000e+01 5.827392e-03
5.250000e+01 9.995889e-03
6.850000e+01 1.268436e-02
8.950000e+01 1.801470e-02
1.170000e+02 2.693655e-02
1.525000e+02 3.841669e-02
1.980000e+02 5.202525e-02
2.575000e+02 7.329548e-02
3.355000e+02 1.010272e-01
4.365000e+02 1.390607e-01
5.675000e+02 1.934193e-01
7.380000e+02 2.557600e-01
9.595000e+02 3.389336e-01
