# L1_m9 Jet lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>3 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.108787e-03
1.350000e+01 1.448356e-03
1.800000e+01 2.433273e-03
2.350000e+01 4.349482e-03
3.050000e+01 5.666732e-03
4.000000e+01 7.782846e-03
5.250000e+01 1.182332e-02
6.850000e+01 1.680401e-02
8.950000e+01 2.439280e-02
1.170000e+02 3.528055e-02
1.525000e+02 5.109458e-02
1.980000e+02 7.146668e-02
2.575000e+02 1.000418e-01
3.355000e+02 1.454455e-01
4.365000e+02 1.996112e-01
5.675000e+02 2.787544e-01
7.380000e+02 3.750354e-01
9.595000e+02 5.020683e-01
