# L1_m9 Jet_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>3 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.858452e-04
1.350000e+01 1.147882e-03
1.800000e+01 1.756474e-03
2.350000e+01 3.358371e-03
3.050000e+01 4.112856e-03
4.000000e+01 6.313964e-03
5.250000e+01 9.106421e-03
6.850000e+01 1.230712e-02
8.950000e+01 1.777055e-02
1.170000e+02 2.545358e-02
1.525000e+02 3.612164e-02
1.980000e+02 4.965745e-02
2.575000e+02 6.840143e-02
3.355000e+02 9.823459e-02
4.365000e+02 1.371371e-01
5.675000e+02 1.931850e-01
7.380000e+02 2.637447e-01
9.595000e+02 3.612747e-01
