# L1_m9 Mstar-1sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>1 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 1.050518e-02
1.499558e+02 1.824673e-02
2.237077e+02 2.839223e-02
3.337327e+02 4.755411e-02
4.978707e+02 8.347383e-02
7.427358e+02 1.410229e-01
1.108032e+03 2.442791e-01
1.652989e+03 3.996790e-01
2.465970e+03 6.069463e-01
3.678794e+03 8.118160e-01
5.488116e+03 9.186599e-01
8.187308e+03 8.725184e-01
