# L1_m9 Mstar-1sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>3 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 2.832818e-02
1.499558e+02 5.006858e-02
2.237077e+02 8.436547e-02
3.337327e+02 1.447449e-01
4.978707e+02 2.464916e-01
7.427358e+02 4.008575e-01
1.108032e+03 6.279827e-01
1.652989e+03 9.043065e-01
2.465970e+03 1.177014e+00
3.678794e+03 1.355784e+00
5.488116e+03 1.335146e+00
8.187308e+03 1.112970e+00
