# L2p8_m9_lc7 masked tSZ, q>50 (qfrommap); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 8.229337e-02
1.499558e+02 1.398437e-01
2.237077e+02 2.350003e-01
3.337327e+02 3.772537e-01
4.978707e+02 5.712832e-01
7.427358e+02 8.118420e-01
1.108032e+03 1.093617e+00
1.652989e+03 1.362718e+00
2.465970e+03 1.576676e+00
3.678794e+03 1.657359e+00
5.488116e+03 1.546407e+00
8.187308e+03 1.263225e+00
