# L1_m9 fiducial masked tSZ, q>1 (qfrommz_alpha_fixed_1p12); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 9.570745e-04
1.350000e+01 1.279773e-03
1.800000e+01 2.216688e-03
2.350000e+01 3.461510e-03
3.050000e+01 4.544910e-03
4.000000e+01 6.826673e-03
5.250000e+01 1.039201e-02
6.850000e+01 1.305068e-02
8.950000e+01 2.062279e-02
1.170000e+02 2.975672e-02
1.525000e+02 4.376304e-02
1.980000e+02 6.244422e-02
2.575000e+02 8.900970e-02
3.355000e+02 1.314911e-01
4.365000e+02 1.838833e-01
5.675000e+02 2.595780e-01
7.380000e+02 3.550608e-01
9.595000e+02 4.818197e-01
