# L2p8_m9 fiducial masked tSZ, q>20 (qfrommz_alpha_fixed_1p12); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 8.436171e-02
1.499558e+02 1.348265e-01
2.237077e+02 2.131415e-01
3.337327e+02 3.339595e-01
4.978707e+02 5.056408e-01
7.427358e+02 7.384442e-01
1.108032e+03 1.021491e+00
1.652989e+03 1.321759e+00
2.465970e+03 1.560089e+00
3.678794e+03 1.655860e+00
5.488116e+03 1.547102e+00
8.187308e+03 1.265250e+00
