# L1_m9 Mstar-1sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>10 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.008310e-03
1.350000e+01 2.437034e-03
1.800000e+01 3.900403e-03
2.350000e+01 6.989847e-03
3.050000e+01 8.160921e-03
4.000000e+01 1.158446e-02
5.250000e+01 1.946031e-02
6.850000e+01 2.792720e-02
8.950000e+01 3.956734e-02
1.170000e+02 5.607158e-02
1.525000e+02 8.106140e-02
1.980000e+02 1.137482e-01
2.575000e+02 1.581734e-01
3.355000e+02 2.278765e-01
4.365000e+02 3.125289e-01
5.675000e+02 4.285690e-01
7.380000e+02 5.696679e-01
9.595000e+02 7.448597e-01
