# L1_m9 Jet lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>50 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 9.124592e-02
1.499558e+02 1.505695e-01
2.237077e+02 2.347527e-01
3.337327e+02 3.535405e-01
4.978707e+02 5.111587e-01
7.427358e+02 7.050339e-01
1.108032e+03 9.394709e-01
1.652989e+03 1.175564e+00
2.465970e+03 1.357901e+00
3.678794e+03 1.424111e+00
5.488116e+03 1.316025e+00
8.187308e+03 1.067652e+00
