# L2p8_m9_lc6 masked tSZ, q>10 (qfrommz_alpha_fixed_1p12); same masking as the binned_18 file; Delta ln ell = 0.4; ell_max = 10000; HEALPix Nside=4096 pixel window deconvolved
# ell_eff  1e12_D_ell_yy
1.005184e+02 4.264207e-02
1.499558e+02 7.199628e-02
2.237077e+02 1.194303e-01
3.337327e+02 2.002224e-01
4.978707e+02 3.296735e-01
7.427358e+02 5.237384e-01
1.108032e+03 7.837980e-01
1.652989e+03 1.089164e+00
2.465970e+03 1.373376e+00
3.678794e+03 1.533471e+00
5.488116e+03 1.486267e+00
8.187308e+03 1.239038e+00
