# L1_m9 fgas-8sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>3 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.956522e-04
1.350000e+01 1.146187e-03
1.800000e+01 1.745917e-03
2.350000e+01 3.313989e-03
3.050000e+01 4.118964e-03
4.000000e+01 6.111932e-03
5.250000e+01 9.264451e-03
6.850000e+01 1.218881e-02
8.950000e+01 1.746948e-02
1.170000e+02 2.530673e-02
1.525000e+02 3.600594e-02
1.980000e+02 4.979540e-02
2.575000e+02 6.857718e-02
3.355000e+02 9.851376e-02
4.365000e+02 1.381172e-01
5.675000e+02 1.943834e-01
7.380000e+02 2.646676e-01
9.595000e+02 3.614041e-01
