# L1_m9 fiducial masked tSZ, q>3 (qfrommap); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 7.966071e-04
1.350000e+01 1.011590e-03
1.800000e+01 1.563828e-03
2.350000e+01 2.937827e-03
3.050000e+01 3.783385e-03
4.000000e+01 5.535270e-03
5.250000e+01 8.130637e-03
6.850000e+01 1.093995e-02
8.950000e+01 1.613308e-02
1.170000e+02 2.347378e-02
1.525000e+02 3.352472e-02
1.980000e+02 4.749970e-02
2.575000e+02 6.681608e-02
3.355000e+02 9.903026e-02
4.365000e+02 1.418103e-01
5.675000e+02 2.052022e-01
7.380000e+02 2.881686e-01
9.595000e+02 4.071942e-01
