# L2p8_m9_lc7 masked tSZ, q>1 (qfrommz_alpha_fixed_1p12); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 4.357285e-04
1.350000e+01 5.642170e-04
1.800000e+01 1.000768e-03
2.350000e+01 2.038335e-03
3.050000e+01 2.274463e-03
4.000000e+01 3.912278e-03
5.250000e+01 6.440538e-03
6.850000e+01 8.038525e-03
8.950000e+01 1.235946e-02
1.170000e+02 1.698855e-02
1.525000e+02 2.319141e-02
1.980000e+02 3.318276e-02
2.575000e+02 4.741665e-02
3.355000e+02 6.401791e-02
4.365000e+02 9.087376e-02
5.675000e+02 1.267544e-01
7.380000e+02 1.760514e-01
9.595000e+02 2.457265e-01
