# L1_m9 Mstar-1sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>20 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.447818e-03
1.350000e+01 2.882019e-03
1.800000e+01 5.060646e-03
2.350000e+01 8.181149e-03
3.050000e+01 1.018655e-02
4.000000e+01 1.476127e-02
5.250000e+01 2.522007e-02
6.850000e+01 3.400167e-02
8.950000e+01 5.102451e-02
1.170000e+02 7.208380e-02
1.525000e+02 1.051364e-01
1.980000e+02 1.476238e-01
2.575000e+02 2.034208e-01
3.355000e+02 2.868542e-01
4.365000e+02 3.864920e-01
5.675000e+02 5.186798e-01
7.380000e+02 6.704065e-01
9.595000e+02 8.567243e-01
