# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>3 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 8.624655e-04
1.350000e+01 1.127413e-03
1.800000e+01 1.761589e-03
2.350000e+01 3.235415e-03
3.050000e+01 4.138998e-03
4.000000e+01 6.060296e-03
5.250000e+01 8.939157e-03
6.850000e+01 1.187237e-02
8.950000e+01 1.731193e-02
1.170000e+02 2.514252e-02
1.525000e+02 3.620319e-02
1.980000e+02 4.987905e-02
2.575000e+02 6.982343e-02
3.355000e+02 1.014670e-01
4.365000e+02 1.437736e-01
5.675000e+02 2.048113e-01
7.380000e+02 2.830735e-01
9.595000e+02 3.930031e-01
