# L2p8_m9_lc7 masked tSZ, q>20 (qfrommz_alpha_fixed_1p12); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.761390e-03
1.350000e+01 3.152307e-03
1.800000e+01 5.476905e-03
2.350000e+01 7.673907e-03
3.050000e+01 9.717927e-03
4.000000e+01 1.536753e-02
5.250000e+01 2.427481e-02
6.850000e+01 3.299809e-02
8.950000e+01 4.953079e-02
1.170000e+02 6.911366e-02
1.525000e+02 9.973454e-02
1.980000e+02 1.402804e-01
2.575000e+02 1.954744e-01
3.355000e+02 2.730690e-01
4.365000e+02 3.726901e-01
5.675000e+02 5.043552e-01
7.380000e+02 6.577157e-01
9.595000e+02 8.381151e-01
