# L1_m9 fgas-8sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>5 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.161852e-03
1.350000e+01 1.527806e-03
1.800000e+01 2.427136e-03
2.350000e+01 4.136090e-03
3.050000e+01 5.253480e-03
4.000000e+01 7.664409e-03
5.250000e+01 1.173670e-02
6.850000e+01 1.629550e-02
8.950000e+01 2.261057e-02
1.170000e+02 3.267543e-02
1.525000e+02 4.680712e-02
1.980000e+02 6.530495e-02
2.575000e+02 9.158588e-02
3.355000e+02 1.325555e-01
4.365000e+02 1.845734e-01
5.675000e+02 2.577574e-01
7.380000e+02 3.478493e-01
9.595000e+02 4.668351e-01
