# L1_m9 fiducial masked tSZ, q>10 (qfrommap); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.599206e-03
1.350000e+01 1.965479e-03
1.800000e+01 3.385217e-03
2.350000e+01 5.602149e-03
3.050000e+01 7.151717e-03
4.000000e+01 9.753381e-03
5.250000e+01 1.562663e-02
6.850000e+01 2.288907e-02
8.950000e+01 3.262430e-02
1.170000e+02 4.686917e-02
1.525000e+02 6.970160e-02
1.980000e+02 9.859366e-02
2.575000e+02 1.401182e-01
3.355000e+02 2.047805e-01
4.365000e+02 2.857335e-01
5.675000e+02 3.985993e-01
7.380000e+02 5.375743e-01
9.595000e+02 7.117050e-01
