# L1_m9 Jet_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>50 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 3.950618e-03
1.350000e+01 5.063552e-03
1.800000e+01 7.904323e-03
2.350000e+01 1.180183e-02
3.050000e+01 1.504557e-02
4.000000e+01 2.212166e-02
5.250000e+01 3.610393e-02
6.850000e+01 4.879377e-02
8.950000e+01 7.043163e-02
1.170000e+02 1.018882e-01
1.525000e+02 1.394448e-01
1.980000e+02 1.891975e-01
2.575000e+02 2.476931e-01
3.355000e+02 3.298420e-01
4.365000e+02 4.229525e-01
5.675000e+02 5.402219e-01
7.380000e+02 6.615663e-01
9.595000e+02 7.995794e-01
