# L1_m9 fiducial masked tSZ, q>5 (qfrommap); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 2.436992e-02
1.499558e+02 4.342229e-02
2.237077e+02 7.454828e-02
3.337327e+02 1.326387e-01
4.978707e+02 2.302573e-01
7.427358e+02 3.856591e-01
1.108032e+03 6.198987e-01
1.652989e+03 9.114005e-01
2.465970e+03 1.201796e+00
3.678794e+03 1.397692e+00
5.488116e+03 1.387972e+00
8.187308e+03 1.173867e+00
