# L1_m9 fgas+2sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>20 (qfrommap); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of C_ell in log bins, Delta ln ell = 0.4, ell_max = 10000
# ell_eff  1e12_D_ell_yy
1.005184e+02 5.612762e-02
1.499558e+02 9.814206e-02
2.237077e+02 1.644130e-01
3.337327e+02 2.720549e-01
4.978707e+02 4.354995e-01
7.427358e+02 6.588590e-01
1.108032e+03 9.466017e-01
1.652989e+03 1.255237e+00
2.465970e+03 1.517619e+00
3.678794e+03 1.658805e+00
5.488116e+03 1.600251e+00
8.187308e+03 1.360524e+00
