# L2p8_m9 fiducial masked tSZ, q>5 (qfrommz_alpha_fixed_1p12); synthetic-data masking: r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell, pixwin deconvolved; uniform mean over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 1.720476e-03
1.350000e+01 2.678347e-03
1.800000e+01 3.859333e-03
2.350000e+01 5.521259e-03
3.050000e+01 8.939908e-03
4.000000e+01 1.290135e-02
5.250000e+01 1.825122e-02
6.850000e+01 2.389913e-02
8.950000e+01 3.655903e-02
1.170000e+02 5.040601e-02
1.525000e+02 7.178638e-02
1.980000e+02 1.014181e-01
2.575000e+02 1.431402e-01
3.355000e+02 2.023467e-01
4.365000e+02 2.818773e-01
5.675000e+02 3.864382e-01
7.380000e+02 5.211778e-01
9.595000e+02 6.898847e-01
