# L1_m9 Mstar-1sigma_fgas-4sigma lightcone-0 tSZ; HEALPix Nside=4096 pixel window deconvolved; masked q>20 (qfrommz_alpha_fixed_1p12); r=max(4*theta500, 2x10arcmin), C2 apodization 0.25 deg, masked monopole subtracted, NaMaster MASTER per-ell (nlb=1, lmax=10000); uniform mean of D_ell over inclusive Planck bins
# ell_eff  1e12_D_ell_yy
1.000000e+01 2.917615e-03
1.350000e+01 3.514026e-03
1.800000e+01 5.896099e-03
2.350000e+01 9.322965e-03
3.050000e+01 1.156159e-02
4.000000e+01 1.775479e-02
5.250000e+01 2.870999e-02
6.850000e+01 3.939521e-02
8.950000e+01 5.960515e-02
1.170000e+02 8.249187e-02
1.525000e+02 1.152459e-01
1.980000e+02 1.592461e-01
2.575000e+02 2.114077e-01
3.355000e+02 2.898671e-01
4.365000e+02 3.840925e-01
5.675000e+02 5.051798e-01
7.380000e+02 6.407518e-01
9.595000e+02 8.032684e-01
